state_name,state_fips_code,county_fips_code,county_name,population_1950,residence_telephones_1945,population_under5_1950,population_over65_1950,births,black_pop
MISSOURI,29,063,DE KALB,8047,1350,665,1338,110,8
MISSOURI,29,065,DENT,10936,618,966,1259,178,0
MISSOURI,29,067,DOUGLAS,12638,317,1354,1172,192,0
MISSOURI,29,069,DUNKLIN,45329,1405,5650,3132,878,1496
MISSOURI,29,071,FRANKLIN,36046,4514,3631,3968,1104,469
MISSOURI,29,073,GASCONADE,12342,1670,1129,1519,212,12
MISSOURI,29,075,GENTRY,11036,2390,909,1749,134,0
MISSOURI,29,077,GREENE,104823,13996,10257,10556,2642,2201
MISSOURI,29,079,GRUNDY,13220,2212,1028,2126,210,40
MISSOURI,29,081,HARRISON,14107,2120,1159,2118,190,0
MISSOURI,29,083,HENRY,20043,3700,1677,3096,366,261
MISSOURI,29,085,HICKORY,5387,366,474,777,72,0
MISSOURI,29,087,HOLT,9833,2501,903,1475,138,10
MISSOURI,29,089,HOWARD,11857,1755,1001,1710,208,1269
MISSOURI,29,091,HOWELL,22725,1174,2412,2442,440,68
MISSOURI,29,093,IRON,9458,449,1048,1007,144,85
MISSOURI,29,095,JACKSON,541035,94756,50084,49671,16102,56809
MISSOURI,29,097,JASPER,79106,9711,7630,9227,1600,1107
MISSOURI,29,099,JEFFERSON,38007,2701,4209,3429,1652,836
MISSOURI,29,101,JOHNSON,20716,3603,1601,3014,528,601
MISSOURI,29,103,KNOX,7617,1479,654,1156,130,30
MISSOURI,29,105,LACLEDE,19010,1500,1931,1985,372,133
MISSOURI,29,107,LAFAYETTE,25272,4607,2301,3312,438,1112
MISSOURI,29,109,LAWRENCE,23420,2255,2158,3081,386,23
MISSOURI,29,111,LEWIS,10733,2282,912,1697,214,462
MISSOURI,29,113,LINCOLN,13478,1842,1197,2000,278,580
MISSOURI,29,115,LINN,18865,4139,1608,2900,284,283
MISSOURI,29,117,LIVINGSTON,16532,2430,1495,2240,278,314
MISSOURI,29,119,MC DONALD,14144,595,1358,1545,210,28
MISSOURI,29,121,MACON,18332,3164,1422,3102,282,330
MISSOURI,29,123,MADISON,10380,524,1117,1011,180,52
MISSOURI,29,125,MARIES,7423,465,757,798,154,0
MISSOURI,29,127,MARION,29765,5161,2878,3673,592,1637
MISSOURI,29,129,MERCER,7235,690,576,992,58,7
MISSOURI,29,131,MILLER,13734,1369,1441,1599,298,41
MISSOURI,29,133,MISSISSIPPI,22551,782,3107,1669,530,4916
MISSOURI,29,135,MONITEAU,10840,2264,958,1714,180,217
MISSOURI,29,137,MONROE,11314,2312,945,1837,218,475
MISSOURI,29,139,MONTGOMERY,11555,2562,951,1940,202,474
MISSOURI,29,141,MORGAN,10207,1300,894,1395,144,174
MISSOURI,29,143,NEW MADRID,39444,748,5472,2070,920,6311
MISSOURI,29,145,NEWTON,28240,1859,2907,2926,624,198
MISSOURI,29,147,NODAWAY,24033,5117,2238,3265,394,24
MISSOURI,29,149,OREGON,11978,802,1344,1135,164,12
MISSOURI,29,151,OSAGE,11301,1136,1135,1290,252,23
MISSOURI,29,153,OZARK,8856,88,976,776,120,9
MISSOURI,29,155,PEMISCOT,45624,1066,5968,2523,1030,9946
MISSOURI,29,157,PERRY,14890,1613,1674,1426,340,30
MISSOURI,29,159,PETTIS,31577,4899,2804,4153,726,1642
MISSOURI,29,161,PHELPS,21504,3550,2199,2155,606,65
MISSOURI,29,163,PIKE,16844,2964,1543,2379,396,1381
MISSOURI,29,165,PLATTE,14973,1776,1496,1566,552,344
MISSOURI,29,167,POLK,16062,2317,1360,2237,228,0
MISSOURI,29,169,PULASKI,10392,771,1085,1128,490,10
MISSOURI,29,171,PUTNAM,9166,1216,761,1307,116,0
MISSOURI,29,173,RALLS,8686,1173,796,1178,116,269
MISSOURI,29,175,RANDOLPH,22918,3786,1901,3643,388,1260
MISSOURI,29,177,RAY,15932,1965,1351,2337,286,430
MISSOURI,29,179,REYNOLDS,6918,73,745,655,86,0
MISSOURI,29,181,RIPLEY,11414,185,1263,1189,152,0
MISSOURI,29,183,ST CHARLES,29834,2859,3187,2886,1728,776
MISSOURI,29,185,ST CLAIR,10482,864,865,1646,112,52
MISSOURI,29,187,ST FRANCOIS,35276,3348,3456,3658,726,212
MISSOURI,29,189,ST LOUIS,406349,25025,45260,28271,16504,17067
MISSOURI,29,186,STE GENEVIEVE,11237,1055,1340,1007,302,146
MISSOURI,29,195,SALINE,26694,3734,2254,3415,440,1602
MISSOURI,29,197,SCHUYLER,5760,1345,521,1009,62,0
MISSOURI,29,199,SCOTLAND,7332,1481,631,1185,110,7
MISSOURI,29,201,SCOTT,32842,2307,4114,2302,796,2759
MISSOURI,29,203,SHANNON,8377,154,914,814,120,8
MISSOURI,29,205,SHELBY,9730,2632,778,1881,172,195
MISSOURI,29,207,STODDARD,33463,1165,3988,2530,616,1673
MISSOURI,29,209,STONE,9748,306,1046,953,170,0
MISSOURI,29,211,SULLIVAN,11299,1923,961,1750,142,11
MISSOURI,29,213,TANEY,9863,356,1001,1029,180,10
MISSOURI,29,215,TEXAS,18992,663,1871,1975,344,19
MISSOURI,29,217,VERNON,22685,3127,1791,3450,260,23
MISSOURI,29,219,WARREN,7666,1394,650,1160,142,268
MISSOURI,29,221,WASHINGTON,14689,464,1826,1389,358,147
MISSOURI,29,223,WAYNE,10514,172,1106,1141,164,11
MISSOURI,29,225,WEBSTER,15072,1562,1480,1731,276,15
MISSOURI,29,227,WORTH,5120,1345,478,779,66,0
MISSOURI,29,229,WRIGHT,15834,915,1629,1868,294,95
MISSOURI,29,510,ST LOUIS CITY,856796,159061,77223,80452,19432,154223
MONTANA,30,001,BEAVERHEAD,6671,610,650,662,166,20
MONTANA,30,003,BIG HORN,9824,247,1362,640,300,2829
MONTANA,30,005,BLAINE,8516,299,1133,726,236,1610
MONTANA,30,007,BROADWATER,2922,185,341,265,64,12
MONTANA,30,009,CARBON,10241,541,1133,1073,162,10
MONTANA,30,011,CARTER,2798,38,366,252,52,3
MONTANA,30,013,CASCADE,53027,6458,6342,4210,2320,795
MONTANA,30,015,CHOUTEAU,6974,494,887,647,166,126
MONTANA,30,017,CUSTER,12661,1408,1501,1163,360,127
MONTANA,30,019,DANIELS,3946,164,457,256,84,4
MONTANA,30,021,DAWSON,9092,720,1195,699,356,0
MONTANA,30,023,DEER LODGE,16553,1493,1694,1785,372,149
MONTANA,30,025,FALLON,3660,206,463,288,92,0
MONTANA,30,027,FERGUS,14015,1368,1630,1494,322,70
MONTANA,30,029,FLATHEAD,31495,2133,3591,2747,770,189
MONTANA,30,031,GALLATIN,21902,2418,2491,1751,664,44
MONTANA,30,033,GARFIELD,2172,0,270,191,38,0
MONTANA,30,035,GLACIER,9645,645,1243,541,438,3617
MONTANA,30,037,GOLDEN VALLEY,1337,85,157,149,8,12
MONTANA,30,039,GRANITE,2773,262,276,254,62,17
MONTANA,30,041,HILL,14285,1295,1825,1049,604,1029
MONTANA,30,043,JEFFERSON,4014,199,360,390,78,28
MONTANA,30,045,JUDITH BASIN,3200,93,356,341,54,3
MONTANA,30,047,LAKE,13835,242,1597,1385,344,1591
MONTANA,30,049,LEWIS AND CLARK,24540,3809,2565,2225,754,466
MONTANA,30,051,LIBERTY,2180,70,264,148,72,15
MONTANA,30,053,LINCOLN,8693,542,1044,713,346,9
MONTANA,30,055,MC CONE,3258,39,451,241,80,0
MONTANA,30,057,MADISON,5998,399,560,711,74,12
MONTANA,30,059,MEAGHER,2079,106,198,231,88,2
MONTANA,30,061,MINERAL,2081,0,222,224,64,0
MONTANA,30,063,MISSOULA,35493,4570,3934,2993,1140,319
MONTANA,30,065,MUSSELSHELL,5408,436,611,643,110,11
MONTANA,30,067,PARK,11999,1441,1264,1155,262,48
MONTANA,30,069,PETROLEUM,1026,6,128,90,18,0
MONTANA,30,071,PHILLIPS,6334,306,722,620,170,355
MONTANA,30,073,PONDERA,6392,437,884,431,228,268
MONTANA,30,075,POWDER RIVER,2693,0,341,210,54,3
MONTANA,30,077,POWELL,6301,580,578,584,158,88
MONTANA,30,079,PRAIRIE,2377,113,317,230,44,0
MONTANA,30,081,RAVALLI,13101,1114,1346,1420,242,79
MONTANA,30,083,RICHLAND,10366,695,1340,834,288,10
MONTANA,30,085,ROOSEVELT,9580,691,1346,712,340,1782
MONTANA,30,087,ROSEBUD,6570,289,840,516,146,1340
MONTANA,30,089,SANDERS,6983,323,734,776,156,468
MONTANA,30,091,SHERIDAN,6674,416,772,589,144,73
MONTANA,30,093,SILVER BOW,48422,7169,4786,4418,1066,291
MONTANA,30,095,STILLWATER,5416,362,607,528,86,11
MONTANA,30,097,SWEET GRASS,3621,422,366,358,66,0
MONTANA,30,099,TETON,7232,243,864,515,144,36
MONTANA,30,101,TOOLE,6867,446,804,498,220,27
MONTANA,30,103,TREASURE,1402,40,202,109,36,1
MONTANA,30,105,VALLEY,11353,765,1425,832,616,534
MONTANA,30,107,WHEATLAND,3187,298,362,306,50,3
MONTANA,30,109,WIBAUX,1907,62,231,151,36,2
MONTANA,30,111,YELLOWSTONE,55875,6208,6767,3892,2034,447
MONTANA,30,113,YELLOWSTONE NATIONAL PARK,58,0,6,3,0,0
NEBRASKA,31,001,ADAMS,28855,3866,2882,3176,608,202
NEBRASKA,31,003,ANTELOPE,11624,1468,1257,1232,222,12
NEBRASKA,31,005,ARTHUR,803,0,95,48,12,0
NEBRASKA,31,007,BANNER,1325,0,180,72,18,9
NEBRASKA,31,009,BLAINE,1203,149,138,87,30,0
NEBRASKA,31,011,BOONE,10721,1728,1214,1169,226,0
NEBRASKA,31,013,BOX BUTTE,12279,1721,1447,968,282,368
NEBRASKA,31,015,BOYD,4911,525,574,484,94,5
NEBRASKA,31,017,BROWN,5164,724,557,578,88,26
NEBRASKA,31,019,BUFFALO,25134,3593,2642,2703,604,75
NEBRASKA,31,021,BURT,11536,2044,1219,1296,186,12
NEBRASKA,31,023,BUTLER,11432,1843,1136,1381,228,0
NEBRASKA,31,025,CASS,16361,2729,1649,1983,426,33
NEBRASKA,31,027,CEDAR,13843,2137,1672,1310,362,0
NEBRASKA,31,029,CHASE,5176,662,576,401,78,16
NEBRASKA,31,031,CHERRY,8397,655,960,648,192,118
NEBRASKA,31,033,CHEYENNE,12081,1444,1574,745,386,85
NEBRASKA,31,035,CLAY,8700,1060,810,1387,154,0
NEBRASKA,31,037,COLFAX,10010,1913,944,1234,196,10
NEBRASKA,31,039,CUMING,12994,1870,1420,1154,298,0
NEBRASKA,31,041,CUSTER,19170,2868,2034,2096,334,19
NEBRASKA,31,043,DAKOTA,10401,900,1313,805,330,187
NEBRASKA,31,045,DAWES,9708,1491,1057,957,192,194
NEBRASKA,31,047,DAWSON,19393,2709,2350,1636,408,58
NEBRASKA,31,049,DEUEL,3330,506,363,282,54,0
NEBRASKA,31,051,DIXON,9129,1895,986,965,136,0
NEBRASKA,31,053,DODGE,26265,4459,2650,2899,828,26
NEBRASKA,31,055,DOUGLAS,281020,51811,29112,23646,9938,17142
NEBRASKA,31,057,DUNDY,4354,541,519,368,70,0
NEBRASKA,31,059,FILLMORE,9610,1408,886,1368,160,29
NEBRASKA,31,061,FRANKLIN,7096,1520,705,829,86,0
NEBRASKA,31,063,FRONTIER,5282,1067,581,527,68,0
NEBRASKA,31,065,FURNAS,9385,1954,1010,1252,136,0
NEBRASKA,31,067,GAGE,28052,4274,2640,3082,468,56
NEBRASKA,31,069,GARDEN,4114,158,439,350,74,0
NEBRASKA,31,071,GARFIELD,2912,469,296,325,50,3
NEBRASKA,31,073,GOSPER,2734,256,284,220,38,3
NEBRASKA,31,075,GRANT,1057,108,109,85,38,1
NEBRASKA,31,077,GREELEY,5575,732,585,535,110,0
NEBRASKA,31,079,HALL,32186,4064,3480,3045,824,97
NEBRASKA,31,081,HAMILTON,8778,1719,958,1115,166,9
NEBRASKA,31,083,HARLAN,7189,1102,784,709,88,7
NEBRASKA,31,085,HAYES,2404,82,305,138,22,0
NEBRASKA,31,087,HITCHCOCK,5867,1111,668,524,94,6
NEBRASKA,31,089,HOLT,14859,1792,1729,1395,364,0
NEBRASKA,31,091,HOOKER,1061,90,118,103,26,0
NEBRASKA,31,093,HOWARD,7226,710,706,822,132,0
NEBRASKA,31,095,JEFFERSON,13623,2125,1309,1666,214,0
NEBRASKA,31,097,JOHNSON,7251,1297,714,901,104,0
NEBRASKA,31,099,KEARNEY,6409,1168,596,803,110,6
NEBRASKA,31,101,KEITH,7449,769,874,555,212,7
NEBRASKA,31,103,KEYA PAHA,2160,173,217,187,36,0
NEBRASKA,31,105,KIMBALL,4283,476,511,352,262,13
NEBRASKA,31,107,KNOX,14820,1962,1686,1511,292,370
NEBRASKA,31,109,LANCASTER,119742,20871,11568,12106,4328,1676
NEBRASKA,31,111,LINCOLN,27380,3571,3301,2034,662,192
NEBRASKA,31,113,LOGAN,1357,223,157,126,10,0
NEBRASKA,31,115,LOUP,1348,102,157,123,22,1
NEBRASKA,31,117,MC PHERSON,825,78,90,59,16,0
NEBRASKA,31,119,MADISON,24338,3448,2388,2837,572,73
NEBRASKA,31,121,MERRICK,8812,1272,895,1029,198,0
NEBRASKA,31,123,MORRILL,8263,570,931,620,146,8
NEBRASKA,31,125,NANCE,6512,761,656,684,120,0
NEBRASKA,31,127,NEMAHA,10973,1614,1113,1306,146,11
NEBRASKA,31,129,NUCKOLLS,9609,1334,1049,1062,170,10
NEBRASKA,31,131,OTOE,17056,3145,1803,1994,324,34
NEBRASKA,31,133,PAWNEE,6744,1129,655,919,90,0
NEBRASKA,31,135,PERKINS,4809,388,608,320,88,0
NEBRASKA,31,137,PHELPS,9048,1673,1017,1044,232,9
NEBRASKA,31,139,PIERCE,9405,1228,1034,894,184,9
NEBRASKA,31,141,PLATTE,19910,2530,2313,1781,626,0
NEBRASKA,31,143,POLK,8044,1286,813,1022,148,16
NEBRASKA,31,145,RED WILLOW,12977,2179,1478,1159,302,13
NEBRASKA,31,147,RICHARDSON,16886,2848,1674,1960,272,84
NEBRASKA,31,149,ROCK,3026,344,332,297,58,0
NEBRASKA,31,151,SALINE,14046,2216,1202,1894,204,14
NEBRASKA,31,153,SARPY,15693,674,2001,960,812,173
NEBRASKA,31,155,SAUNDERS,16923,2597,1590,1901,374,0
NEBRASKA,31,157,SCOTTS BLUFF,33939,3089,4115,2340,906,509
NEBRASKA,31,159,SEWARD,13155,2164,1293,1589,274,26
NEBRASKA,31,161,SHERIDAN,9539,1285,1197,825,174,286
NEBRASKA,31,163,SHERMAN,6421,460,684,629,122,0
NEBRASKA,31,165,SIOUX,3124,181,323,221,22,3
NEBRASKA,31,167,STANTON,6387,683,684,536,98,0
NEBRASKA,31,169,THAYER,10563,1542,1039,1333,162,0
NEBRASKA,31,171,THOMAS,1206,108,134,117,20,0
NEBRASKA,31,173,THURSTON,8590,731,1052,647,212,1812
NEBRASKA,31,175,VALLEY,7252,1257,744,871,124,7
NEBRASKA,31,177,WASHINGTON,11511,1868,1148,1293,242,23
NEBRASKA,31,179,WAYNE,10129,1532,1018,902,226,0
NEBRASKA,31,181,WEBSTER,7395,1606,736,998,110,0
NEBRASKA,31,183,WHEELER,1526,137,155,119,24,0
NEBRASKA,31,185,YORK,14346,2625,1502,1720,288,29
NEVADA,32,001,CHURCHILL,6161,1000,669,612,234,320
NEVADA,32,003,CLARK,48289,2478,5455,2123,3554,3670
NEVADA,32,005,DOUGLAS,2029,411,201,206,72,286
NEVADA,32,007,ELKO,11654,959,1282,791,292,1329
NEVADA,32,009,ESMERALDA,614,19,62,105,10,11
NEVADA,32,011,EUREKA,896,0,78,109,6,78
NEVADA,32,013,HUMBOLDT,4838,395,457,422,136,455
NEVADA,32,015,LANDER,1850,75,171,183,28,191
NEVADA,32,017,LINCOLN,3837,110,505,223,56,77
NEVADA,32,019,LYON,3679,305,372,377,154,287
NEVADA,32,021,MINERAL,5560,30,734,297,126,751
NEVADA,32,023,NYE,3101,281,308,412,64,403
NEVADA,32,025,ORMSBY,4172,489,378,359,138,321
NEVADA,32,027,PERSHING,3103,189,283,264,58,174
NEVADA,32,029,STOREY,671,76,59,74,10,22
NEVADA,32,031,WASHOE,50205,7704,4875,3816,2124,1556
NEVADA,32,033,WHITE PINE,9424,420,1069,613,208,226
NEVADA,32,510,CARSON CITY CITY,0,0,0,0,0,0
NEW HAMPSHIRE,33,001,BELKNAP,26632,3879,2785,3180,594,27
NEW HAMPSHIRE,33,003,CARROLL,15868,2102,1580,2148,298,32
NEW HAMPSHIRE,33,005,CHESHIRE,38811,5850,4068,4211,980,78
NEW HAMPSHIRE,33,007,COOS,35932,4296,3756,3624,818,36
NEW HAMPSHIRE,33,009,GRAFTON,47923,6083,4703,5379,1000,96
NEW HAMPSHIRE,33,011,HILLSBOROUGH,156987,21343,16290,15570,4196,314
NEW HAMPSHIRE,33,013,MERRIMACK,63022,8948,5944,8113,1380,126
NEW HAMPSHIRE,33,015,ROCKINGHAM,70059,10198,7456,7931,2492,280
NEW HAMPSHIRE,33,017,STRAFFORD,51567,6056,5111,4930,1492,52
NEW HAMPSHIRE,33,019,SULLIVAN,26441,3556,2826,2707,594,26
NEW JERSEY,34,001,ATLANTIC,132399,15110,11339,14399,3072,21581
NEW JERSEY,34,003,BERGEN,539139,69306,54344,40260,15240,11322
NEW JERSEY,34,005,BURLINGTON,135910,10140,12901,10199,5616,11009
NEW JERSEY,34,007,CAMDEN,300743,33126,30345,23492,9180,22856
NEW JERSEY,34,009,CAPE MAY,37131,4840,2990,4978,938,2933
NEW JERSEY,34,011,CUMBERLAND,88597,9039,8553,8452,2496,10100
NEW JERSEY,34,013,ESSEX,905949,128638,79865,74367,19854,105090
NEW JERSEY,34,015,GLOUCESTER,91727,7893,9834,7579,3336,8714
NEW JERSEY,34,017,HUDSON,647437,61530,58190,49182,13116,23955
NEW JERSEY,34,019,HUNTERDON,42736,3523,4007,4733,1076,897
NEW JERSEY,34,021,MERCER,229781,24925,20530,18476,5616,20680
NEW JERSEY,34,023,MIDDLESEX,264872,25110,26860,17369,10308,9800
NEW JERSEY,34,025,MONMOUTH,225327,26327,22163,21796,8072,20730
NEW JERSEY,34,027,MORRIS,164371,22316,16223,14826,5830,4274
NEW JERSEY,34,029,OCEAN,56622,6376,5623,6253,2696,1642
NEW JERSEY,34,031,PASSAIC,337093,45540,31080,28713,8688,12135
NEW JERSEY,34,033,SALEM,49508,5084,5435,3813,1330,6238
NEW JERSEY,34,035,SOMERSET,99052,8331,10142,7495,3390,3170
NEW JERSEY,34,037,SUSSEX,34423,3206,3729,3461,1132,138
NEW JERSEY,34,039,UNION,398138,59094,39412,28320,10164,25481
NEW JERSEY,34,041,WARREN,54374,6263,5341,5826,1224,326
NEW MEXICO,35,001,BERNALILLO,145673,9156,19877,5985,8488,4225
NEW MEXICO,35,003,CATRON,3533,29,455,207,64,11
NEW MEXICO,35,005,CHAVES,40605,2509,5771,1877,2100,1056
NEW MEXICO,35,007,COLFAX,16761,1110,2064,1159,384,67
NEW MEXICO,35,009,CURRY,23351,1505,2972,1343,1072,677
NEW MEXICO,35,011,DE BACA,3464,144,434,280,84,0
NEW MEXICO,35,013,DONA ANA,39557,1171,5839,1816,1960,949
NEW MEXICO,35,015,EDDY,40640,2266,5840,1593,1392,1097
NEW MEXICO,35,017,GRANT,21649,739,2822,996,502,216
NEW MEXICO,35,019,GUADALUPE,6772,115,961,349,194,7
NEW MEXICO,35,021,HARDING,3013,52,404,201,46,3
NEW MEXICO,35,023,HIDALGO,5095,167,724,251,134,51
NEW MEXICO,35,025,LEA,30717,1293,4123,861,1410,1720
NEW MEXICO,35,027,LINCOLN,7409,206,908,507,200,59
NEW MEXICO,35,028,LOS ALAMOS,10476,0,1833,93,332,42
NEW MEXICO,35,029,LUNA,8753,487,1163,525,390,228
NEW MEXICO,35,031,MC KINLEY,27451,813,4246,1127,1470,17184
NEW MEXICO,35,033,MORA,8720,67,1341,558,206,0
NEW MEXICO,35,035,OTERO,14909,420,2183,692,1252,1387
NEW MEXICO,35,037,QUAY,13971,678,1763,898,288,98
NEW MEXICO,35,039,RIO ARRIBA,24997,61,3840,1180,968,1400
NEW MEXICO,35,041,ROOSEVELT,16409,439,1876,1067,394,16
NEW MEXICO,35,043,SANDOVAL,12438,17,1878,676,472,4415
NEW MEXICO,35,045,SAN JUAN,18292,393,2626,973,1904,8652
NEW MEXICO,35,047,SAN MIGUEL,26512,862,3827,1598,740,53
NEW MEXICO,35,049,SANTA FE,38153,2251,5339,1746,1438,1793
NEW MEXICO,35,051,SIERRA,7186,160,611,856,116,14
NEW MEXICO,35,053,SOCORRO,9670,145,1307,593,324,358
NEW MEXICO,35,055,TAOS,17146,214,2701,881,540,1029
NEW MEXICO,35,057,TORRANCE,8012,93,1062,439,202,8
NEW MEXICO,35,059,UNION,7372,418,883,574,162,7
NEW MEXICO,35,061,VALENCIA,22481,295,3271,1163,1452,4226
NEW YORK,36,001,ALBANY,239386,38765,22469,22980,5980,6224
NEW YORK,36,003,ALLEGANY,43784,5328,4807,4713,974,175
NEW YORK,36,005,BRONX,1451277,154225,120091,105862,28590,100138
NEW YORK,36,007,BROOME,184698,23860,19339,16293,5180,923
NEW YORK,36,009,CATTARAUGUS,77901,10493,8461,7828,1752,1324
NEW YORK,36,011,CAYUGA,70136,9809,7185,8215,1616,1052
NEW YORK,36,013,CHAUTAUQUA,135189,14666,13493,15303,3072,811
NEW YORK,36,015,CHEMUNG,86827,12264,9184,8318,2310,1910
NEW YORK,36,017,CHENANGO,39138,4221,4335,4714,996,196
NEW YORK,36,019,CLINTON,53622,4492,5802,4649,2406,858
NEW YORK,36,021,COLUMBIA,43182,6662,3961,5628,918,1080
NEW YORK,36,023,CORTLAND,37158,5854,3988,4016,992,74
NEW YORK,36,025,DELAWARE,44420,4600,4825,4931,906,89
NEW YORK,36,027,DUTCHESS,136781,16637,10905,15073,3912,5608
NEW YORK,36,029,ERIE,899238,118406,88088,71021,24740,43163
NEW YORK,36,031,ESSEX,35086,3956,3970,3591,834,140
NEW YORK,36,033,FRANKLIN,44830,4787,5023,4383,1148,1614
NEW YORK,36,035,FULTON,51021,8874,4886,6372,986,306
NEW YORK,36,037,GENESEE,47584,6644,5171,5008,1282,857
NEW YORK,36,039,GREENE,28745,3515,2545,3660,612,891
NEW YORK,36,041,HAMILTON,4105,386,403,472,72,0
NEW YORK,36,043,HERKIMER,61407,7754,6268,6839,1394,61
NEW YORK,36,045,JEFFERSON,85521,12346,9219,10132,2166,171
NEW YORK,36,047,KINGS,2738175,249079,247163,202838,56966,213578
NEW YORK,36,049,LEWIS,22521,2065,2646,2540,578,23
NEW YORK,36,051,LIVINGSTON,40257,4862,4043,4381,1014,644
NEW YORK,36,053,MADISON,46214,6781,4938,5071,1338,277
NEW YORK,36,055,MONROE,487632,70925,48326,48580,13302,8290
NEW YORK,36,057,MONTGOMERY,59594,8826,5539,6678,1010,298
NEW YORK,36,059,NASSAU,672765,86413,81032,40304,25298,17492
NEW YORK,36,061,NEW YORK,1960101,189660,139044,171323,31978,403781
NEW YORK,36,063,NIAGARA,189992,21439,20760,14703,6064,4750
NEW YORK,36,065,ONEIDA,222855,27398,22238,22817,6414,2451
NEW YORK,36,067,ONONDAGA,341719,46055,34372,30986,10580,6151
NEW YORK,36,069,ONTARIO,60172,7835,6196,6730,1568,481
NEW YORK,36,071,ORANGE,152255,20855,13925,16984,4066,5329
NEW YORK,36,073,ORLEANS,29832,3346,3027,3614,776,328
NEW YORK,36,075,OSWEGO,77181,9027,8404,8203,2068,154
NEW YORK,36,077,OTSEGO,50763,7338,5031,6575,962,152
NEW YORK,36,079,PUTNAM,20307,3008,1698,2163,708,102
NEW YORK,36,081,QUEENS,1550849,181883,140521,109731,35466,54280
NEW YORK,36,083,RENSSELAER,132607,13855,12936,13590,3018,1326
NEW YORK,36,085,RICHMOND,191555,21078,19070,15481,4706,5555
NEW YORK,36,087,ROCKLAND,89276,10964,8538,7924,3044,4642
NEW YORK,36,089,ST LAWRENCE,98897,9490,11256,9977,2818,198
NEW YORK,36,091,SARATOGA,74869,8676,7598,7788,1936,749
NEW YORK,36,093,SCHENECTADY,142497,25319,13319,13705,3234,1567
NEW YORK,36,095,SCHOHARIE,22703,2687,2341,2763,424,114
NEW YORK,36,097,SCHUYLER,14182,1298,1523,1723,362,71
NEW YORK,36,099,SENECA,29253,2986,2667,4710,648,234
NEW YORK,36,101,STEUBEN,91439,12522,10143,9743,2276,549
NEW YORK,36,103,SUFFOLK,276129,32404,25275,27680,17068,13530
NEW YORK,36,105,SULLIVAN,40731,5011,3886,4605,854,733
NEW YORK,36,107,TIOGA,30166,3968,3400,3505,1032,181
NEW YORK,36,109,TOMPKINS,59122,8015,6059,5138,1508,1182
NEW YORK,36,111,ULSTER,92621,12129,8100,10992,2708,2408
NEW YORK,36,113,WARREN,39205,6973,4043,4607,994,157
NEW YORK,36,115,WASHINGTON,47144,5558,4795,5394,1214,519
NEW YORK,36,117,WAYNE,57323,7039,5478,6968,1556,459
NEW YORK,36,119,WESTCHESTER,625816,99643,55855,51719,15938,38801
NEW YORK,36,121,WYOMING,32822,4230,3319,3798,742,624
NEW YORK,36,123,YATES,17615,2616,1799,2425,378,106
NORTH CAROLINA,37,001,ALAMANCE,71220,3587,8577,3823,2056,13176
NORTH CAROLINA,37,003,ALEXANDER,14554,170,1828,925,350,1033
NORTH CAROLINA,37,005,ALLEGHANY,8155,116,912,787,142,269
NORTH CAROLINA,37,007,ANSON,26781,644,3579,1625,532,13016
NORTH CAROLINA,37,009,ASHE,21878,103,2680,1778,430,284
NORTH CAROLINA,37,011,AVERY,13352,75,1700,821,278,200
NORTH CAROLINA,37,013,BEAUFORT,37134,1212,4602,2478,774,13851
NORTH CAROLINA,37,015,BERTIE,26439,351,3581,1651,558,15811
NORTH CAROLINA,37,017,BLADEN,29703,224,4299,1529,676,12238
NORTH CAROLINA,37,019,BRUNSWICK,19238,97,2523,1134,498,7041
NORTH CAROLINA,37,021,BUNCOMBE,124403,8861,13388,8849,2712,15302
NORTH CAROLINA,37,023,BURKE,45518,1236,5426,2612,1028,3414
NORTH CAROLINA,37,025,CABARRUS,63783,3828,6986,3174,1486,9759
NORTH CAROLINA,37,027,CALDWELL,43352,1008,5652,2174,1288,2991
NORTH CAROLINA,37,029,CAMDEN,5223,0,639,381,134,2021
NORTH CAROLINA,37,031,CARTERET,23059,781,2926,1570,636,2905
NORTH CAROLINA,37,033,CASWELL,20870,110,2943,1116,378,9934
NORTH CAROLINA,37,035,CATAWBA,61794,2728,7696,3179,1778,5623
NORTH CAROLINA,37,037,CHATHAM,25392,393,3192,1799,526,8151
NORTH CAROLINA,37,039,CHEROKEE,18294,321,2404,1288,296,311
NORTH CAROLINA,37,041,CHOWAN,12540,611,1655,803,276,5467
NORTH CAROLINA,37,043,CLAY,6006,67,754,491,114,66
NORTH CAROLINA,37,045,CLEVELAND,64357,2051,8171,3404,1532,14094
NORTH CAROLINA,37,047,COLUMBUS,50621,779,7070,2439,1192,17161
NORTH CAROLINA,37,049,CRAVEN,48823,1568,6465,2331,1930,15819
NORTH CAROLINA,37,051,CUMBERLAND,96006,4016,12848,3200,5192,26882
NORTH CAROLINA,37,053,CURRITUCK,6201,0,642,585,120,1984
NORTH CAROLINA,37,055,DARE,5405,243,480,467,136,378
NORTH CAROLINA,37,057,DAVIDSON,62244,2906,7341,3354,1708,6411
NORTH CAROLINA,37,059,DAVIE,15420,394,1749,1159,390,2159
NORTH CAROLINA,37,061,DUPLIN,41074,472,5476,2181,1006,15197
NORTH CAROLINA,37,063,DURHAM,101639,8186,11159,5074,2510,33846
NORTH CAROLINA,37,065,EDGECOMBE,51634,4619,7131,2668,1462,26798
